N         AVERAGE        STD-DEVIATION       AV: COUNT / N

9001      11.39          1.71869136264       0.001265414953 
9002      11.417         1.72948287069       0.001268273716 
9003      11.326         1.88247815392       0.001258025102 
9004      11.458         1.72517709236       0.001272545535 
9005      11.464         1.77050953118       0.001273070516 
9006      11.46          1.80621150478       0.001272485009 
9007      11.488         1.74466501083       0.001275452425 
9008      11.551         1.67910660769       0.001282304618 
9009      11.442         1.72992369774       0.001270063270 
9010      11.525         1.67014220951       0.001279134295 
9011      11.41          1.7971922546        0.001266230163 
9012      11.51          1.70818617252       0.001277185974 
9013      11.498         1.7064571486        0.001275712859 
9014      11.48          1.6773789077        0.001273574439 
9015      11.437         1.68286392795       0.001268663338 
9016      11.581         1.6838761831        0.001284494232 
9017      11.4           1.762384748         0.001264278584 
9018      11.422         1.6887616765        0.001266577955 
9019      11.365         1.8481815387        0.001260117529 
9020      11.578         1.64435884162       0.001283592017 
9021      11.507         1.66791816346       0.001275579204 
9022      11.388         1.7045398206        0.001262247838 
9023      11.393         1.66869739617       0.001262662085 
9024      11.437         1.68642550977       0.001267398049 
9025      11.448         1.69861590714       0.001268476454 
9026      11.576         1.7715033164        0.001282517172 
9027      11.421         1.73659408038       0.001265204386 
9028      11.577         1.59752026591       0.001282343819 
9029      11.446         1.70736170743       0.001267692989 
9030      11.376         1.70135945643       0.001259800664 
9031      11.426         1.68063202397       0.001265197652 
9032      11.451         1.68748303695       0.001267825509 
9033      11.588         1.6069399491        0.001282851765 
9034      11.468         1.72307167582       0.001269426610 
9035      11.473         1.78697257953       0.001269839513 
9036      11.558         1.65185834744       0.001279105799 
9037      11.458         1.7630190016        0.001267898638 
9038      11.494         1.661915762         0.001271741535 
9039      11.478         1.70220915284       0.001269830733 
9040      11.528         1.73931480762       0.001275221238 
9041      11.505         1.77988061397       0.001272536223 
9042      11.428         1.81075012081       0.001263879672 
9043      11.487         1.73891661675       0.001270264292 
9044      11.416         1.75355182416       0.001262273330 
9045      11.469         1.75870378404       0.001267993366 
9046      11.538         1.71071797793       0.001275480875 
9047      11.593         1.58850590178       0.001281419255 
9048      11.441         1.71362743909       0.001264478337 
9049      11.482         1.71104529455       0.001268869488 
9050      11.494         1.67987023308       0.001270055248 
9051      11.486         1.80438465966       0.001269031046 
9052      11.447         1.66408863947       0.001264582412 
9053      11.531         1.62328032083       0.001273721418 
9054      11.532         1.7055720448        0.001273691186 
9055      11.485         1.68990384342       0.001268360022 
9056      11.511         1.65283967765       0.001271090989 
9057      11.577         1.60501433015       0.001278237827 
9058      11.389         1.75888572682       0.001257341576 
