N         AVERAGE        STD-DEVIATION       AV: COUNT / N

9701      11.58          1.75886326927       0.001193691372 
9702      11.572         1.69729667413       0.001192743764 
9703      11.623         1.64038745423       0.001197876945 
9704      11.544         1.76976382605       0.001189612530 
9705      11.553         1.8491054594        0.001190417310 
9706      11.581         1.6761381208        0.001193179476 
9707      11.556         1.6336658165        0.001190481096 
9708      11.548         1.7267588135        0.001189534404 
9709      11.56          1.71008771705       0.001190647852 
9710      11.562         1.72225317535       0.001190731204 
9711      11.652         1.63673333198       0.001199876428 
9712      11.549         1.69752731937       0.001189147446 
9713      11.584         1.67419951021       0.001192628436 
9714      11.642         1.57665341784       0.001198476425 
9715      11.658         1.69205082666       0.001200000000 
9716      11.598         1.64267951835       0.001193701111 
9717      11.692         1.64533765532       0.001203252032 
9718      11.565         1.71632601798       0.001190059683 
9719      11.619         1.68280688137       0.001195493363 
9720      11.578         1.75724671006       0.001191152263 
9721      11.523         1.76223466088       0.001185371875 
9722      11.569         1.63805952273       0.001189981485 
9723      11.547         1.70990964674       0.001187596420 
9724      11.675         1.61349775333       0.001200637597 
9725      11.641         1.62545962731       0.001197017994 
9726      11.546         1.73490172632       0.001187127287 
9727      11.556         1.72593858523       0.001188033309 
9728      11.601         1.6881347695        0.001192537006 
9729      11.642         1.57728754512       0.001196628636 
9730      11.566         1.67858392701       0.001188694758 
9731      11.538         1.70544891451       0.001185695200 
9732      11.646         1.65126739204       0.001196670776 
9733      11.596         1.71894851581       0.001191410664 
9734      11.629         1.62337888369       0.001194678446 
9735      11.612         1.77917284152       0.001192809450 
9736      11.641         1.6715618445        0.001195665571 
9737      11.502         1.79164617043       0.001181267330 
9738      11.691         1.66538854325       0.001200554528 
9739      11.603         1.61474177502       0.001191395420 
9740      11.595         1.69321439871       0.001190451745 
9741      11.558         1.8023972925        0.001186531156 
9742      11.543         1.68883125267       0.001184869636 
9743      11.568         1.6460182259        0.001187313969 
9744      11.698         1.60274639291       0.001200533661 
9745      11.696         1.680352344         0.001200205233 
9746      11.631         1.77054765539       0.001193412682 
9747      11.557         1.70257187807       0.001185698163 
9748      11.7           1.62542302186       0.001200246204 
9749      11.543         1.64625362566       0.001184018873 
9750      11.646         1.74375571684       0.001194461538 
9751      11.621         1.68622626003       0.001191775202 
9752      11.619         1.68399495249       0.001191447908 
9753      11.519         1.73194659271       0.001181072490 
9754      11.584         1.67897111351       0.001187615337 
9755      11.522         1.79597216014       0.001181137878 
9756      11.631         1.66578480003       0.001192189421 
9757      11.5           1.74011493873       0.001178640975 
9758      11.604         1.69740507835       0.001189178110 
9759      11.588         1.67757443948       0.001187416743 
9760      11.549         1.66180594535       0.001183299180 
9761      11.616         1.77102907938       0.001190042003 
9762      11.575         1.73158164693       0.001185720139 
9763      11.596         1.77448133267       0.001187749667 
9764      11.593         1.7548079667        0.001187320770 
9765      11.56          1.70481670569       0.001183819764 
9766      11.612         1.77128653808       0.001189023141 
9767      11.556         1.71897178569       0.001183167809 
9768      11.517         1.72907807805       0.001179054054 
9769      11.503         1.84986242732       0.001177500255 
9770      11.613         1.73471352102       0.001188638689 
9771      11.563         1.73436760809       0.001183399856 
9772      11.571         1.65437571307       0.001184097421 
9773      11.639         1.67471758813       0.001190934206 
9774      11.61          1.68401306408       0.001187845303 
9775      11.605         1.64528872846       0.001187212276 
9776      11.577         1.67214562763       0.001184226677 
9777      11.624         1.75117788931       0.001188912754 
9778      11.601         1.69640767506       0.001186438944 
9779      11.526         1.83393674918       0.001178648123 
9780      11.572         1.60835816907       0.001183231083 
9781      11.628         1.65517854022       0.001188835497 
9782      11.558         1.72471330951       0.001181557963 
9783      11.654         1.63532382114       0.001191250127 
9784      11.629         1.60541552254       0.001188573180 
9785      11.553         1.76442370195       0.001180684721 
9786      11.55          1.75314004004       0.001180257510 
9787      11.569         1.71500408163       0.001182078267 
9788      11.537         1.67709003932       0.001178688189 
9789      11.582         1.65205205729       0.001183164776 
9790      11.516         1.78654526951       0.001176302349 
9791      11.607         1.74944305423       0.001185476457 
9792      11.672         1.6674579455        0.001191993464 
9793      11.684         1.61311623884       0.001193097110 
9794      11.632         1.64029753399       0.001187665917 
9795      11.512         1.70465715028       0.001175293517 
9796      11.633         1.67341297951       0.001187525520 
9797      11.655         1.65407829319       0.001189649892 
9798      11.49          1.70701493842       0.001172688303 
9799      11.551         1.77915682277       0.001178793754 
9800      11.592         1.72207316918       0.001182857142 
9801      11.567         1.67973539583       0.001180185695 
9802      11.623         1.66579440508       0.001185778412 
9803      11.589         1.79724205381       0.001182189125 
9804      11.651         1.59034555993       0.001188392492 
9805      11.571         1.69969379595       0.001180112187 
9806      11.57          1.75074269954       0.001179889863 
9807      11.497         1.74985456539       0.001172325889 
9808      11.532         1.69734380725       0.001175774877 
9809      11.724         1.59179898228       0.001195228871 
9810      11.571         1.69025412291       0.001179510703 
9811      11.612         1.76223040491       0.001183569462 
9812      11.579         1.76798161755       0.001180085609 
9813      11.54          1.73505043154       0.001175991032 
9814      11.619         1.70406543302       0.001183920929 
9815      11.595         1.7930351363        0.001181355068 
9816      11.629         1.71036808904       0.001184698451 
9817      11.635         1.65884749148       0.001185188957 
9818      11.625         1.7361955535        0.001184049704 
9819      11.558         1.71132580183       0.001177105611 
9820      11.629         1.77069449652       0.001184215885 
9821      11.585         1.77222318008       0.001179615110 
9822      11.677         1.66513392855       0.001188861738 
9823      11.561         1.73904542781       0.001176931690 
9824      11.573         1.66032255902       0.001178033387 
9825      11.536         1.75291300412       0.001174147582 
9826      11.558         1.64579342568       0.001176267046 
9827      11.595         1.73751978406       0.001179912486 
9828      11.593         1.79536932134       0.001179588929 
9829      11.672         1.60200374531       0.001187506358 
9830      11.598         1.69127052833       0.001179857578 
9831      11.597         1.78734188112       0.001179635845 
9832      11.522         1.80652041228       0.001171887713 
9833      11.606         1.63424722732       0.001180311196 
9834      11.742         1.59104871076       0.001194020744 
9835      11.619         1.66848404248       0.001181392984 
9836      11.596         1.70258156926       0.001178934526 
9837      11.615         1.66996257443       0.001180746162 
9838      11.599         1.72458661713       0.001178999796 
9839      11.516         1.86487104112       0.001170444150 
9840      11.642         1.64311776815       0.001183130081 
9841      11.67          1.67782597429       0.001185855096 
9842      11.646         1.70548644087       0.001183296078 
9843      11.559         1.75114790923       0.001174337092 
9844      11.558         1.77556638851       0.001174116212 
9845      11.619         1.67267420617       0.001180192991 
9846      11.682         1.73518759793       0.001186471663 
9847      11.549         1.77696342112       0.001172844521 
9848      11.662         1.59679554108       0.001184199837 
9849      11.588         1.74535268642       0.001176566148 
9850      11.694         1.7522454166        0.001187208121 
9851      11.612         1.68090927774       0.001178763577 
9852      11.543         1.7268905582        0.001171640276 
9853      11.586         1.71831429023       0.001175885517 
9854      11.692         1.61590098707       0.001186523239 
9855      11.686         1.72319586815       0.001185794013 
9856      11.635         1.76402239215       0.001180499188 
9857      11.591         1.73427765943       0.001175915592 
9858      11.567         1.79819659659       0.001173361736 
9859      11.651         1.6932805438        0.001181762856 
9860      11.539         1.72640638321       0.001170283975 
9861      11.533         1.75980425048       0.001169556840 
9862      11.652         1.62323627362       0.001181504765 
9863      11.642         1.7279571754        0.001180371083 
