N         AVERAGE        STD-DEVIATION       AV: COUNT / N

7001      11.179         1.65256134531       0.001596771889 
7002      11.157         1.6722293503        0.001593401885 
7003      11.042         1.70594138235       0.001576752820 
7004      11.092         1.74972454975       0.001583666476 
7005      11.101         1.71254167832       0.001584725196 
7006      11.19          1.69702681181       0.001597202397 
7007      11.213         1.69281747392       0.001600256885 
7008      11.083         1.68704208602       0.001581478310 
7009      11.091         1.68722227344       0.001582394064 
7010      11.085         1.65643442369       0.001581312410 
7011      11.057         1.75549166902       0.001577093139 
7012      11.116         1.67168896629       0.001585282373 
7013      11.078         1.65406045839       0.001579637815 
7014      11.165         1.70580626098       0.001591816367 
7015      11.213         1.63573561433       0.001598431931 
7016      11.02          1.75943172644       0.001570695553 
7017      11.103         1.66444915813       0.001582300128 
7018      11.043         1.71730923249       0.001573525220 
7019      11.14          1.72754160587       0.001587120672 
7020      11.075         1.70040436367       0.001577635327 
7021      11.01          1.7753591186        0.001568152684 
7022      11.011         1.76546849306       0.001568071774 
7023      11.2           1.74011493873       0.001594760074 
7024      11.098         1.68831158262       0.001580011389 
7025      11.126         1.60316062826       0.001583772241 
7026      11.071         1.76350758433       0.001575718758 
7027      11.181         1.62303388751       0.001591148427 
7028      11.182         1.67178826411       0.001591064314 
7029      11.078         1.73087145681       0.001576042111 
7030      11.209         1.58345160962       0.001594452347 
7031      11.21          1.74123519376       0.001594367799 
7032      11.072         1.72766200398       0.001574516496 
7033      11.096         1.72823146598       0.001577705104 
7034      11.094         1.71614801226       0.001577196474 
7035      11.043         1.68616458271       0.001569722814 
7036      11.13          1.65683433089       0.001581864695 
7037      11.216         1.59164820234       0.001593861020 
7038      11.166         1.64269412856       0.001586530264 
7039      11.115         1.73832534354       0.001579059525 
7040      11.166         1.59073693614       0.001586079545 
7041      11.176         1.63003803637       0.001587274534 
7042      11.051         1.69481532917       0.001569298494 
7043      11.138         1.66401802875       0.001581428368 
7044      11.052         1.69035380912       0.001568994889 
7045      11.08          1.72615178939       0.001572746628 
7046      10.998         1.84553406904       0.001560885608 
7047      11.075         1.74567322257       0.001571590747 
7048      11.159         1.66544858822       0.001583286038 
