N         AVERAGE        STD-DEVIATION       AV: COUNT / N

4501      10.476         1.74167275916       0.002327482781 
4502      10.445         1.71376048502       0.002320079964 
4503      10.43          1.72136573685       0.002316233622 
4504      10.417         1.69915008166       0.002312833037 
4505      10.468         1.76492946035       0.002323640399 
4506      10.429         1.74727187352       0.002314469596 
4507      10.437         1.60063456167       0.002315731084 
4508      10.445         1.78912688203       0.002316992014 
4509      10.449         1.74223965056       0.002317365269 
4510      10.547         1.60555006151       0.002338580931 
4511      10.468         1.68907548677       0.002320549767 
4512      10.632         1.61881932284       0.002356382978 
4513      10.407         1.69627562619       0.002306004874 
4514      10.372         1.72962886192       0.002297740363 
4515      10.44          1.76476627348       0.002312292358 
4516      10.532         1.55530575772       0.002332152347 
4517      10.5           1.66072273423       0.002324551693 
4518      10.538         1.61200372208       0.002332447985 
4519      10.507         1.62479260215       0.002325071918 
4520      10.536         1.69490530709       0.002330973451 
4521      10.391         1.73035227627       0.002298385312 
4522      10.415         1.78122850864       0.002303184431 
4523      10.423         1.67334126824       0.002304443953 
4524      10.379         1.75367015143       0.002294208664 
4525      10.539         1.68299702911       0.002329060773 
4526      10.501         1.69705598022       0.002320150243 
4527      10.493         1.62663794374       0.002317870554 
4528      10.394         1.76713440349       0.002295494699 
4529      10.449         1.71096434796       0.002307131817 
4530      10.386         1.7067524718        0.002292715231 
4531      10.481         1.72847881098       0.002313175899 
4532      10.568         1.62707590481       0.002331862312 
4533      10.435         1.65159771131       0.002302007500 
4534      10.466         1.63365969529       0.002308337009 
4535      10.502         1.57606979541       0.002315766262 
4536      10.48          1.646693657         0.002310405643 
4537      10.397         1.73302942849       0.002291602380 
4538      10.457         1.64199604141       0.002304319083 
4539      10.492         1.67090873479       0.002311522361 
4540      10.515         1.68040917636       0.002316079295 
4541      10.518         1.68809833837       0.002316229905 
4542      10.513         1.67027871926       0.002314619110 
4543      10.45          1.65332997311       0.002300242130 
4544      10.399         1.72156876133       0.002288512323 
4545      10.402         1.66805155796       0.002288668866 
4546      10.398         1.70399413145       0.002287285525 
4547      10.49          1.59496081457       0.002307015614 
4548      10.386         1.67003113743       0.002283641160 
4549      10.414         1.72991444875       0.002289294350 
4550      10.548         1.69696670563       0.002318241758 
4551      10.476         1.73130702072       0.002301911667 
4552      10.521         1.64120656835       0.002311291739 
4553      10.591         1.4918843789        0.002326158576 
4554      10.551         1.60791759739       0.002316864295 
4555      10.47          1.62821988687       0.002298572996 
4556      10.511         1.7262326031        0.002307067603 
4557      10.449         1.63444149482       0.002292955892 
4558      10.507         1.71346170077       0.002305177709 
4559      10.521         1.6672009477        0.002307742926 
4560      10.526         1.70626023806       0.002308333333 
4561      10.451         1.69516931308       0.002291383468 
4562      10.554         1.64775119481       0.002313459009 
4563      10.512         1.74752854054       0.002303747534 
4564      10.58          1.683330033         0.002318141980 
4565      10.523         1.68447944481       0.002305147864 
4566      10.402         1.81504710683       0.002278142794 
4567      10.519         1.59926201731       0.002303262535 
4568      10.481         1.67739053294       0.002294439579 
4569      10.502         1.66312837749       0.002298533595 
4570      10.476         1.76392290081       0.002292341356 
4571      10.504         1.64802427167       0.002297965434 
4572      10.548         1.63147050234       0.002307086614 
4573      10.476         1.69039167059       0.002290837524 
4574      10.472         1.6294833537        0.002289462177 
